genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
OP894034.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP894034.1
OP894041.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP894041.1
OP894043.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP894043.1
OP894044.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP894044.1
OP894045.1	B.1.13.NmC3	B.1.13.NmC3 + C.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP894045.1
OP894048.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP894048.1
OQ319140.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ319140.1
OQ320466.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320466.1
OQ320467.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320467.1
OQ468490.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ468490.1
OQ468970.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ468970.1
OQ469094.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ469094.1
OQ557957.1	B.1.13.NmC3	B.1.8 + B.1.13.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ557957.1
OQ702776.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ702776.1
OR464198.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR464198.1
OR464215.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR464215.1
OR464217.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR464217.1
OQ511276.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ511276.1
OR264367.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR264367.1
OR264368.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR264368.1
OR264379.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR264379.1
OR264372.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR264372.1
OP881942.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP881942.1
OP881949.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OP881949.1
OQ054247.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ054247.1
OQ320449.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320449.1
OQ320450.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320450.1
OQ320510.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320510.1
OQ320511.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320511.1
OQ320514.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320514.1
OQ320518.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320518.1
OQ320521.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320521.1
OQ504436.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ504436.1
OQ557945.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ557945.1
OQ721921.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ721921.1
OQ721932.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ721932.1
OQ721933.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ721933.1
OQ721934.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ721934.1
OQ973326.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ973326.1
OQ973328.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ973328.1
OQ973329.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ973329.1
OQ320443.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320443.1
OQ320456.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320456.1
OQ320463.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ320463.1
OQ427135.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ427135.1
OQ557942.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OQ557942.1
PV984931.1	B.1.13.NmC3	B.1.13.NmC3 + B.1.11.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PV984931.1
PQ686920.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ686920.1
OR601602.1	B.1.13.NmC3	B.1.13.NmC3 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_OR601602.1
PQ686947.1	B.1.13.NmC3	B.1.13.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ686947.1
PQ686932.1	B.1.13.NmC3	B.1.20 + B.1.13.NmC3 + B.1.20	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ686932.1
PQ686942.1	B.1.13.NmC3	B.1.13.NmC3 + F.4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ686942.1
PQ451838.1	B.1.13.NmC3	B.1.13.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ451838.1
PQ451839.1	B.1.13.NmC3	B.1.13.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ451839.1
PQ451836.1	B.1.13.NmC3	B.1.13.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ451836.1
PQ686939.1	B.1.13.NmC3	B.1.13.NmC3 + B.1.17.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ686939.1
PQ686940.1	B.1.13.NmC3	B.1.13.NmC3 + F.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_65_B.1.13.NmC3_PQ686940.1
OP890506.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP890506.1
OP928188.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP928188.1
OQ249660.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OQ249660.1
OQ249661.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OQ249661.1
OP415213.1	B.1.6	B.1.6 + C.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP415213.1
OP587249.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP587249.1
OP440539.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP440539.1
OP440587.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP440587.1
OR035700.1	B.1.6	B.1.13.NmC1 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OR035700.1
OP415220.1	B.1.6	B.1.6 + C.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP415220.1
OP431402.1	B.1.6	B.1.6 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP431402.1
OP642380.1	B.1.6	B.1.6 + B.1.8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP642380.1
OP642385.1	B.1.6	B.1.13.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP642385.1
OP642405.1	B.1.6	B.1.13.NmC1 + B.1.10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP642405.1
OQ348868.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OQ348868.1
OP890533.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP890533.1
OP748968.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP748968.1
OQ330991.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OQ330991.1
OQ696077.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OQ696077.1
OP890557.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP890557.1
OP890573.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OP890573.1
OQ331001.1	B.1.6	B.1.6 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_66_B.1.6_OQ331001.1
PQ153128.1	D.1	D.1 + C.1.NmC1 + D.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_67_D.1_PQ153128.1
PQ535509.1	D.1	D.1 + B.1.22 + D.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_67_D.1_PQ535509.1
PQ211174.1	D.1	D.1 + B.1.22 + D.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_67_D.1_PQ211174.1
OP535313.1	A	A.2 + A	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_69_A_OP535313.1
OP422633.1	A	A.2 + A	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_69_A_OP422633.1
PV982291.1	A	A + A.2.3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_69_A_PV982291.1
OP605553.1	A	B.1.13.NmC2 + A + B.1.13.NmC2	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_69_A_OP605553.1
OP597769.1	A	A + A.1 + A	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_69_A_OP597769.1
OQ773421.1	B.1.NmC5	B.1.NmC5 + B.1.5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773421.1
OQ773428.1	B.1.NmC5	B.1.NmC5 + C.1.NmC1 + B.1.NmC5	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773428.1
OQ773485.1	B.1.NmC5	B.1.NmC5 + B.1.12.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773485.1
OQ773498.1	B.1.NmC5	B.1.NmC5 + C.1.NmC1 + B.1.NmC5	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773498.1
OQ773502.1	B.1.NmC5	B.1.8 + B.1.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773502.1
OQ773506.1	B.1.NmC5	B.1.NmC5 + B.1.2.NmC3 + B.1.NmC5	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773506.1
OQ773509.1	B.1.NmC5	B.1.NmC8 + B.1.NmC5	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ773509.1
OP355564.1	B.1.NmC5	B.1.NmC6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP355564.1
OP355565.1	B.1.NmC5	B.1.NmC6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP355565.1
OP355566.1	B.1.NmC5	B.1.NmC6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP355566.1
OP355575.1	B.1.NmC5	B.1.7 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP355575.1
OP355577.1	B.1.NmC5	B.1.NmC6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP355577.1
OP355580.1	B.1.NmC5	B.1.NmC6 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP355580.1
OQ319139.1	B.1.NmC5	B.1.NmC5 + B.1.13.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ319139.1
OQ319143.1	B.1.NmC5	B.1.NmC5 + B.1.13.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ319143.1
OQ319144.1	B.1.NmC5	B.1.NmC5 + B.1.14	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OQ319144.1
OP689664.1	B.1.NmC5	B.1.10 + B.1.NmC8	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OP689664.1
OR777670.1	B.1.NmC5	F.6 + B.1.20	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OR777670.1
OR777673.1	B.1.NmC5	B.1.22 + B.1.2.NmC5 + B.1.22	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OR777673.1
OR777681.1	B.1.NmC5	B.1.22 + B.1.2.NmC5 + B.1.22	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_70_B.1.NmC5_OR777681.1
OQ274892.1	B.1.2.NmC5	B.1.NmC4 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_71_B.1.2.NmC5_OQ274892.1
OP442552.1	B.1.17	B.1.17 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_72_B.1.17_OP442552.1
OP539905.1	B.1.17	B.1.17 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_72_B.1.17_OP539905.1
OP890563.1	B.1.17	B.1.17 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_72_B.1.17_OP890563.1
OQ503830.2	B.1.17	B.1.17 + B.1.7.NmC1 + B.1.17	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_72_B.1.17_OQ503830.2
OR777676.1	B.1.22.NmC1	B.1.22 + B.1.22.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_OR777676.1
PP093698.1	B.1.22.NmC1	B.1.22 + B.1.11	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PP093698.1
PP093700.1	B.1.22.NmC1	B.1.22.NmC1 + B.1.13	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PP093700.1
PP093708.1	B.1.22.NmC1	B.1.22 + B.1.11	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PP093708.1
PP533336.1	B.1.22.NmC1	B.1.22 + B.1.22.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PP533336.1
PP533341.1	B.1.22.NmC1	B.1.22 + B.1.22.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PP533341.1
PP533342.1	B.1.22.NmC1	B.1.22 + B.1.22.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PP533342.1
PQ358795.1	B.1.22.NmC1	B.1.22 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_74_B.1.22.NmC1_PQ358795.1
PP507070.1	F.3	B.1.6 + F.3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_76_F.3_PP507070.1
ON880511.1	B.1.17.NmC3	B.1.4 + B.1.17.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_ON880511.1
ON983160.1	B.1.17.NmC3	B.1.4 + B.1.17.NmC3	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_ON983160.1
ON983166.1	B.1.17.NmC3	B.1.NmC7 + C.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_ON983166.1
OR146411.1	B.1.17.NmC3	B.1.NmC3 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_OR146411.1
OP381205.2	B.1.17.NmC3	B.1.3.NmC1 + B.1.NmC4	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_OP381205.2
OR146386.1	B.1.17.NmC3	B.1.NmC3 + A.1.NmC1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_OR146386.1
OR146424.1	B.1.17.NmC3	B.1.17.NmC3 + B.1.NmC6 + B.1.17.NmC3	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_79_B.1.17.NmC3_OR146424.1
OQ706776.1	B.1.NmC9	B.1.NmC9 + B.1.6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_81_B.1.NmC9_OQ706776.1
PV984957.1	B.1.NmC9	B.1.3.NmC1 + B.1.NmC9	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_81_B.1.NmC9_PV984957.1
PQ963868.1	E.1	E.1 + B.1.NmC3 + E.1	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_84_E.1_PQ963868.1
OQ419003.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ419003.1
OQ419005.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ419005.1
OQ419031.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ419031.1
OQ419058.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ419058.1
OQ468541.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ468541.1
OQ468552.1	B.1.NmC2	B.1.7.NmC1 + B.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ468552.1
OQ468587.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ468587.1
OQ468589.1	B.1.NmC2	B.1.NmC8 + B.1.8.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ468589.1
OQ469047.1	B.1.NmC2	B.1.9 + B.1.NmC2 + B.1.9	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ469047.1
OQ469225.1	B.1.NmC2	B.1.4 + B.1.NmC10	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ469225.1
OQ469275.1	B.1.NmC2	B.1.9 + B.1.7.NmC1 + B.1.9	2BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ469275.1
OQ469288.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ469288.1
OQ565508.1	B.1.NmC2	B.1.17.NmC5 + B.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ565508.1
OP536763.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OP536763.1
OP536768.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OP536768.1
OP536772.1	B.1.NmC2	B.1.5 + B.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OP536772.1
OP536788.1	B.1.NmC2	B.1.6 + B.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OP536788.1
OP536764.1	B.1.NmC2	B.1.10 + B.1.NmC2	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OP536764.1
OP536807.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OP536807.1
OQ419014.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ419014.1
OQ469211.1	B.1.NmC2	B.1.NmC2 + B.1.17.NmC6	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_OQ469211.1
PP533274.1	B.1.NmC2	B.1.17.NmC5 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533274.1
PP533276.1	B.1.NmC2	F.5 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533276.1
PP533277.1	B.1.NmC2	F.5 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533277.1
PP533327.1	B.1.NmC2	B.1.20.NmC1 + F.1	1BP	results/recombinhunt_output/monkeypox/dist3size10/structured_reports/case_85_B.1.NmC2_PP533327.1
