genomeIDs	original_lineage	recombinant_parents	breakpoint_count	case_report_folder
PV303112.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV303112.1
PV315728.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV315728.1
PV319448.1	A.1	A.1 + A.1.NmC13 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319448.1
PV303160.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV303160.1
PV304584.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304584.1
PV319344.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319344.1
PV322536.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV322536.1
PQ714089.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ714089.1
PQ714105.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ714105.1
PV316216.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316216.1
PQ709865.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709865.1
PQ716121.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716121.1
PQ716313.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716313.1
PQ709041.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709041.1
PV324536.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV324536.1
PV324544.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV324544.1
PQ715049.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ715049.1
PQ709585.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709585.1
PQ709761.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709761.1
PV303456.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV303456.1
PV316232.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316232.1
PV317096.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV317096.1
PQ709777.1	A.1	A.1 + A.1.NmC1 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709777.1
PQ716377.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716377.1
PV301291.1	A.1	A.1.NmC4 + A.1.NmC7 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV301291.1
PV310912.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310912.1
PQ716713.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716713.1
PQ716721.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716721.1
PQ716729.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716729.1
PQ703153.1	A.1	A.1.NmC7 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703153.1
PV312528.1	A.1	A.1.NmC4 + A.1.NmC14 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV312528.1
PV310920.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310920.1
PQ704049.1	A.1	A.1.NmC4 + A.1.NmC6 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ704049.1
PQ701969.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701969.1
PQ701977.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701977.1
PQ702009.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702009.1
PV321888.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV321888.1
PV321896.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV321896.1
PQ708609.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708609.1
PQ703185.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703185.1
PV305880.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV305880.1
PQ709265.1	A.1	A.1.NmC4 + A.1.NmC1 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709265.1
PQ712681.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712681.1
PP802342.1	A.1	A.1.NmC7 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PP802342.1
PQ703281.1	A.1	A.1.NmC4 + A.1.NmC1 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ703281.1
PQ711689.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ711689.1
PQ719353.1	A.1	A.1.NmC6 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719353.1
PQ702345.1	A.1	A.1 + A.1.NmC4 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702345.1
PV310952.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310952.1
PV310984.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV310984.1
PV305912.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV305912.1
PQ713073.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713073.1
PQ713089.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713089.1
PQ713097.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713097.1
PQ713105.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713105.1
PQ713705.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713705.1
PP802566.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PP802566.1
PQ712921.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712921.1
PQ701857.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701857.1
PQ709337.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709337.1
PQ708809.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708809.1
PV309024.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV309024.1
PQ708345.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708345.1
PQ713673.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713673.1
PQ713689.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713689.1
PQ708665.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708665.1
PQ702089.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702089.1
PQ713681.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713681.1
PQ713697.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713697.1
PQ716473.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716473.1
PQ708817.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708817.1
PQ709993.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709993.1
PQ719721.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719721.1
PQ718745.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718745.1
PQ718753.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718753.1
PQ714929.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ714929.1
PV306008.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV306008.1
PQ701289.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701289.1
PQ701865.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701865.1
PQ719961.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719961.1
PV309288.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV309288.1
PV309296.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV309296.1
PQ719729.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719729.1
PV309320.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV309320.1
PV309328.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV309328.1
PV309336.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV309336.1
PV549395.1	A.1	A.1 + A.1.NmC7	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV549395.1
PQ706425.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ706425.1
PQ701937.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701937.1
PQ707321.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ707321.1
PV306000.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV306000.1
PQ709889.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709889.1
PQ707329.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ707329.1
PQ707865.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ707865.1
PV306208.1	A.1	A.1.NmC4 + A.1.NmC14 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV306208.1
PQ706569.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ706569.1
PQ701729.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701729.1
PQ711625.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ711625.1
PP802766.1	A.1	A.1 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PP802766.1
PQ719465.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ719465.1
PV304832.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304832.1
PP802798.1	A.1	A.1.NmC12 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PP802798.1
PQ714609.1	A.1	A.1.NmC12 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ714609.1
PQ707361.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ707361.1
PQ712089.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712089.1
PQ708681.1	A.1	A.1 + A.1.NmC11 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708681.1
PQ702505.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ702505.1
PV305592.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV305592.1
PQ713921.1	A.1	A.1 + A.1.NmC3 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713921.1
PQ716857.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716857.1
PQ704889.1	A.1	A.1.NmC4 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ704889.1
PQ705665.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ705665.1
PQ707441.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ707441.1
PQ704897.1	A.1	A.1.NmC4 + A.1.NmC14 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ704897.1
PQ709593.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ709593.1
PQ715577.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ715577.1
PV313000.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV313000.1
PQ713265.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ713265.1
OQ694902.1	A.1	A.1 + A.1.NmC2 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ694902.1
PQ701177.1	A.1	A.1.NmC4 + A.1.NmC2 + A.1.NmC4	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701177.1
PV302976.1	A.1	A.1 + A.1.NmC13 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV302976.1
PQ706713.1	A.1	A.1 + A.1.NmC8 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ706713.1
PQ701681.1	A.1	A.1 + A.1.NmC3 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ701681.1
PQ718425.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718425.1
PQ717113.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ717113.1
PQ717905.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ717905.1
PQ718113.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718113.1
PQ718161.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718161.1
PQ718185.1	A.1	A.1 + A.1.NmC13 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718185.1
PQ718193.1	A.1	A.1.NmC8 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718193.1
PV304520.1	A.1	A.1 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV304520.1
PV321280.1	A.1	A.1.NmC14 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV321280.1
PQ712273.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712273.1
PQ712281.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712281.1
PV318336.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV318336.1
PQ718881.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718881.1
PQ717801.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ717801.1
OQ428779.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_OQ428779.1
PQ706865.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ706865.1
PQ708785.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ708785.1
PQ718369.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ718369.1
PQ720201.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ720201.1
PQ720225.1	A.1	A.1 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ720225.1
PQ716897.1	A.1	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ716897.1
PV316424.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV316424.1
PQ707673.1	A.1	A.1 + A.1.NmC6 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ707673.1
PQ712785.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712785.1
PQ712769.1	A.1	A.1 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PQ712769.1
PV307304.1	A.1	A.1 + A.1.NmC7 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV307304.1
PV301712.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV301712.1
PV302328.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV302328.1
PV302336.1	A.1	A.1 + A.1.NmC14 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV302336.1
PV319792.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319792.1
PV319584.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV319584.1
PV306792.1	A.1	A.1 + A.1.NmC5 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV306792.1
PV313240.1	A.1	A.1 + A.1.NmC9 + A.1	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_8_A.1_PV313240.1
PQ719449.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ719449.1
PV302656.1	A.1.NmC13	A.1.NmC13 + A.1.NmC10 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302656.1
PV302688.1	A.1.NmC13	A.1.NmC13 + A.1.NmC10 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302688.1
PV303904.1	A.1.NmC13	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV303904.1
PV302136.1	A.1.NmC13	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV302136.1
PQ712321.1	A.1.NmC13	A.1.NmC13 + A.1.NmC7 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ712321.1
PV313272.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV313272.1
PV314840.1	A.1.NmC13	A.1.NmC13 + A.1.NmC12 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV314840.1
PV314016.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV314016.1
PV315360.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV315360.1
PV312480.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV312480.1
PV314864.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV314864.1
PQ709409.1	A.1.NmC13	A.1.NmC13 + A.1.NmC12	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ709409.1
PV308016.1	A.1.NmC13	A.1.NmC13 + A.1.NmC2 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV308016.1
PV314112.1	A.1.NmC13	A.1.NmC13 + A.1.NmC14 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV314112.1
PV308928.1	A.1.NmC13	A.1.NmC13 + A.1.NmC13	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV308928.1
PV314952.1	A.1.NmC13	A.1.NmC13 + A.1.NmC6 + A.1.NmC13	2BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV314952.1
PV309640.1	A.1.NmC13	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV309640.1
OQ694870.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_OQ694870.1
OQ732948.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_OQ732948.1
PQ705537.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PQ705537.1
OQ733044.1	A.1.NmC13	A.1.NmC13 + A.1.NmC4	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_OQ733044.1
PV311312.1	A.1.NmC13	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV311312.1
PV311320.1	A.1.NmC13	A.1.NmC13 + A.1	1BP	results/recombinhunt_output/influenza/dist5size50/structured_reports/case_9_A.1.NmC13_PV311320.1
